sha1,file_extension,EntryPoint,PEType,MachineType,magic_number,bytes_on_last_page,pages_in_file,relocations,size_of_header,min_extra_paragraphs,max_extra_paragraphs,init_ss_value,init_sp_value,init_ip_value,init_cs_value,over_lay_number,oem_identifier,address_of_ne_header,Magic,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,OperatingSystemVersion,ImageVersion,SizeOfImage,SizeOfHeaders,Checksum,Subsystem,DllCharacteristics,SizeofStackReserve,SizeofStackCommit,SizeofHeapCommit,SizeofHeapReserve,LoaderFlags,text_VirtualSize,text_VirtualAddress,text_SizeOfRawData,text_PointerToRawData,text_PointerToRelocations,text_PointerToLineNumbers,text_Characteristics,rdata_VirtualSize,rdata_VirtualAddress,rdata_SizeOfRawData,rdata_PointerToRawData,rdata_PointerToRelocations,rdata_PointerToLineNumbers,rdata_Characteristics,registry_read,registry_write,registry_delete,registry_total,network_threats,network_dns,network_http,network_connections,processes_malicious,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Class,Category,Family
b2a9ca8a235a6dc9a27a8b69a27d4e9fd8512748,exe,0x3359,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000D8,PE32,0x00006400,0x00022A00,0x00000800,0x00003359,0x00001000,0x00008000,0x00400000,0x00001000,0x00000200,4,6,0x00078000,0x00000400,0x00062667,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000062A5,0x00001000,0x00006400,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000138E,0x00008000,0x00001400,0x00006800,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",4932.0,8.0,0.0,4940.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,2.0,2.0,6.0,0.0,7.0,165.0,Malware,Trojan,Guloader
2e0b53beec038f8a08cdf5ea37f27baa89572172,exe,0x7abf,PE32+,AMD AMD64,MZ,0x5245,0x0003,0x0000,0x0004,0x000F,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32+,0x00011400,0x00045400,0x00000000,0x0000A16E,0x00001000,0x000F5000,0x00400000,0x00001000,0x00000200,4,1.2,0x00060000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00154494,0x00001000,0x00088000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00E6DE38,0x00049000,0x0000DC00,0x0090EC00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",37.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,3.0,0.0,0.0,0.0,242.0,Benign,Benign,Benign
e1e510a0c84a9951bf8a9cad810f43e2df0eeb04,exe,0x747e,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,35840,512,0,0x0000ABBE,8192,49152,4194304,8192,512,4,0,57344,512,0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,35780,8192,35840,512,0,0,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",134083,8192,134144,3072,0,0,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",32922.0,564.0,12609.0,46095.0,0.0,75.0,109.0,111.0,13.0,1.0,46.0,91.0,160.0,191.0,306.0,30.0,1.0,1.0,Malware,RAT,njRat
7dd0fa1dc5ff99acd9d921dd1962bdef701eebc4,exe,0x1efb5e,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,29184,0x00033800,0x00000000,0x00024007,0x00001000,0x0058E000,0x00400000,0x00001000,0x00000200,4,0,0x000D2000,0x00000200,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0x00100000,0x00004000,0x00001000,0x00100000,0x00000000,0x0001E8EB,0x00002000,0x0002EE00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x000D82CE,0x00076000,0x00001000,0x0005F400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",863.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,0.0,31.0,20.0,Benign,Benign,Benign
57edd72391d710d71bead504d44389d0462ccec9,exe,0x1120,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000D8,PE32,0x000F5000,0x00067600,0x00000000,0x00001120,0x00001000,0x000F6000,0x00400000,0x00001000,0x00000200,5,0,0x001DE000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000F4E9B,0x00001000,0x000F5000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0003E07C,0x000F6000,0x0003E200,0x000F5400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",3558.0,0.0,0.0,4851.0,0.0,11.0,25.0,41.0,1.0,0.0,13.0,62.0,1.0,705.0,72.0,42.0,7.0,512.0,Malware,Ransomware,Shade
38a8f3d38a1dae2af0912997e9719fe92324019f,exe,0x352d,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000D8,PE32,0x00006A00,0x0002DA00,0x00000800,0x0000352D,0x00001000,0x00008000,0x00400000,0x00001000,0x00000200,4,6,0x00067000,0x00000400,0x0001BA16,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00006897,0x00001000,0x00006A00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x000014A6,0x00008000,0x00001600,0x00006E00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",668.0,0.0,0.0,668.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,7.0,165.0,Benign,Benign,Benign
f4c8941e3e4043f0afaa2aa07391dd7778b53213,exe,0x34fc,PE32,"Intel 386 or later, and compatibles",MZ,0x0050,0x0002,0x0000,0x0004,0x000F,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x001A,0x0000,0x00000100,PE32,0x0007F800,0x00063400,0x00000000,0x00080818,0x00001000,0x00081000,0x00400000,0x00001000,0x00000200,4,0,0x000EB000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00004000,0x00001000,0x00100000,0x00000000,0x0007ED54,0x00001000,0x0007EE00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000018,0x000D5000,0x00000200,0x000CE400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",691.0,0.0,0.0,691.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,Malware,Stealer,Formbook
8fbf4cc0ff864766b2dfe38d81a757516c7e0702,exe,0xa9d0,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000C8,PE32,6144,22016,0,0x00002722,4096,12288,4194304,4096,512,5.1,0,49152,1024,0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,6113,4096,6144,1024,0,0,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",19036,12288,19456,7168,0,0,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",288.0,20.0,0.0,308.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,38.0,4.0,1174.0,202.0,2.0,6.0,65.0,Malware,Ransomware,Dharma
89a02adbe7ece67b592716f8fe9416af4b12aef2,exe,0x1000,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00010800,0x00004C00,0x00000000,0x00001000,0x00001000,0x00012000,0x00400000,0x00001000,0x00000200,4,0,0x00019000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000CFA2,0x00005000,0x0000D000,0x00003C00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x000033A0,0x00012000,0x00003400,0x00010C00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",10.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,Benign,Benign,Benign
930c34743ab12c80512723db0aa7b8b4762fcc84,exe,0x19840,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E8,PE32,0x00019C00,0x0000CC00,0x00000000,0x00016E10,0x00001000,0x0001B000,0x00400000,0x00001000,0x00000200,5.1,0,0x00029000,0x00000400,0x00027126,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00019A5A,0x00001000,0x00019C00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000A444,0x0001B000,0x0000A600,0x0001A000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",3018.0,75.0,0.0,3093.0,0.0,0.0,0.0,10.0,10.0,1.0,53.0,120.0,102.0,5949.0,5197.0,5.0,0.0,0.0,Malware,Ransomware,LockBit
4d8a1294c798041ae22ac876ccfaad0281c9774a,exe,0xefb9,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00000000,0x0005B000,0x00000000,0x0000EFB9,0x00001000,0x00000000,0x00400000,0x00001000,0x00001000,5,0.1,0x0006C000,0x00001000,0x00001000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000F0B6,0x00001000,0x00010000,0x00001000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0001224A,0x00044000,0x00013000,0x00044000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",394.0,0.0,0.0,403.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,37.0,1.0,0.0,0.0,0.0,5.0,12.0,Malware,Trojan,Emotet
a21c40448b542a685328a77ed925e5fc873812e3,exe,0x62dd,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F8,PE32,0x0001CA00,0x00012200,0x00000000,0x000062DD,0x00001000,0x0001E000,0x00400000,0x00001000,0x00000200,6,0,0x00031000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0001C874,0x00001000,0x0001CA00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000DF18,0x0001E000,0x0000E000,0x0001CE00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,75.0,Benign,Benign,Benign
f5dbacdf640d852fd2a59c569773826dd032c4c6,exe,0x98d74,PE32,"Intel 386 or later, and compatibles",MZ,0x0050,0x0002,0x0000,0x0004,0x000F,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x001A,0x0000,0x00000100,PE32,0x00097800,0x00062C00,0x00000000,0x00098D74,0x00001000,0x00099000,0x00400000,0x00001000,0x00000200,4,0,0x00103000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00004000,0x00001000,0x00100000,0x00000000,0x00096788,0x00001000,0x00096800,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000018,0x000A4000,0x00000200,0x0009CC00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",8889.0,0.0,0.0,9043.0,0.0,8.0,3.0,13.0,6.0,0.0,7.0,43.0,2.0,8.0,6.0,1.0,12.0,169.0,Malware,RAT,Remcos
f35f0cd23692e5f5d0a3be7aefc8b01dfdd4e614,exe,0x81010,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x00039000,0x00007000,0x00048000,0x00081010,0x00049000,0x00082000,0x00400000,0x00001000,0x00000200,5.1,0,0x00089000,0x00001000,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000A7D7,0x00001000,0x0000A800,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00005850,0x0000C000,0x00005A00,0x0000AC00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1054.0,0.0,0.0,1078.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,1.0,4.0,Malware,Ransomware,REvil
0a297e9e5c807c06ad10f4f746f4f9e256df6743,exe,0x152c70,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F0,PE32,40448,54272,0,0x0000A9D0,4096,45056,4194304,4096,512,5.1,0,102400,1024,0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,39973,4096,40448,1024,0,0,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",9782,45056,10240,41472,0,0,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",3540.0,0.0,0.0,4242.0,0.0,0.0,0.0,0.0,5.0,3.0,14.0,58.0,206.0,4130.0,22.0,294.0,1.0,9.0,Malware,Ransomware,Dharma
c5ca5b017c97595e1cda36b1d44f6abb55718da1,exe,0x13fd0,PE32,"Intel 386 or later, and compatibles",MZ,0x0078,0x0001,0x0000,0x0004,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x00000078,PE32,0x00030600,0x00027A00,0x00000000,0x00013FD0,0x00001000,0x00000000,0x00400000,0x00001000,0x00000200,6.1,0,0x0005F000,0x00000400,0x0006834B,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00180000,0x00001000,0x00001000,0x00100000,0x00000000,0x00030422,0x00001000,0x00030600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000BD84,0x00032000,0x0000BE00,0x00030A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,10.0,183.0,Benign,Benign,Benign
bcebe09c61d3e6c47aefcb6bca0882752e0053a9,exe,0x1b160,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x0001EE00,0x00008A00,0x00000000,0x0001B160,0x00001000,0x00020000,0x00400000,0x00001000,0x00000200,5.1,0,0x0002A000,0x00000400,0x0002DCDF,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0001EDCB,0x00001000,0x0001EE00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000642A,0x00020000,0x00006600,0x0001F200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",5858.0,52.0,0.0,5910.0,0.0,0.0,0.0,8.0,10.0,0.0,50.0,111.0,68.0,1538.0,1642.0,74.0,14.0,216.0,Malware,Ransomware,LockBit
647b587e1b8e3d51cdc55403156024a51515e519,exe,0x417c,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F0,PE32,0x00009E00,0x00026C00,0x00000000,0x0000417C,0x00001000,0x0000B000,0x00400000,0x00001000,0x00000200,5,0,0x00033000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_CUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00009DC5,0x00001000,0x00009E00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000287C,0x0000B000,0x00002A00,0x0000A200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,2.0,71.0,Malware,Stealer,RedLine
58ab960e629a609d135e1988c72f2991e5f76e30,exe,0x1946f,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00018400,0x0000C600,0x00000000,0x0001946F,0x00001000,0x0001A000,0x00400000,0x00001000,0x00000200,5.1,0,0x00028000,0x00000400,0x00031622,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00400000,0x00000000,0x00017DE8,0x00001000,0x00017E00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000492,0x0001A000,0x00000600,0x00018800,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",3753.0,210.0,0.0,3963.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,48.0,10.0,1116.0,823.0,5.0,3.0,24.0,Malware,Ransomware,LockBit
03288cf43f7f6ccaace12b69233a53f7168ebf8c,exe,0x14e0,PE32+,AMD AMD64,MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32+,0x00056800,0x00090000,0x000A2600,0x00000000000014E0,0x00001000,0x00013000,0x0000000000400000,0x00001000,0x00000200,4,0,0x00140000,0x00000600,0x000CA2A4,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x0000000000200000,0x0000000000001000,0x0000000000001000,0x0000000000100000,0x00000000,0x00056678,0x00001000,0x00056800,0x00000600,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00032AB0,0x00059000,0x00032C00,0x00057000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,Benign,Benign,Benign
